nid,Sequence,Judge Name,Court Type,Court Name,Appointment Title,Appointing President,Party of Appointing President,Reappointing President,Party of Reappointing President,ABA Rating,Seat ID,Statute Authorizing New Seat,Recess Appointment Date,Nomination Date,Committee Referral Date,Hearing Date,Judiciary Committee Action,Committee Action Date,Senate Vote Type,Ayes/Nays,Confirmation Date,Commission Date,"Service as Chief Judge, Begin","Service as Chief Judge, End","2nd Service as Chief Judge, Begin","2nd Service as Chief Judge, End",Senior Status Date,Termination,Termination Date
6595046,1,"Barber, Thomas Patrick",U.S. District Court,U.S. District Court for the Middle District of Florida,Judge,Donald J. Trump,Republican,,,Well Qualified,FLMD0204,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 77/19,2019-06-12,2019-07-11,,,,,,,
1390876,1,"Barbier, Carl J.",U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,William J. Clinton,Democratic,,,Qualified,LAED0312, ,,1998-05-19,1998-05-19,1998-07-16,Reported (favorably),1998-07-30,Voice,  ,1998-09-28,1998-10-01,,,,,,,
1377426,1,"Barbour, William Henry, Jr.",U.S. District Court,U.S. District Court for the Southern District of Mississippi,Judge,Ronald Reagan,Republican,,,Qualified,MSSD0202, ,,1983-03-15,1983-03-15,1983-04-13,Reported (favorably),1983-04-19,Voice,  ,1983-04-21,1983-04-25,1989,1996,,,2006-02-04,,
6379986,1,"Barker, J. Campbell",U.S. District Court,U.S. District Court for the Eastern District of Texas,Judge,Donald J. Trump,Republican,,,Well Qualified,TXED0603,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 51/47,2019-05-01,2019-05-03,,,,,,,
6594531,1,"Barker, Pamela Ann",U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Donald J. Trump,Republican,,,Well Qualified,OHND0903,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 91/5,2019-06-12,2019-06-18,,,,,,,
1377436,1,"Barker, Sarah Evans",U.S. District Court,U.S. District Court for the Southern District of Indiana,Judge,Ronald Reagan,Republican,,,Well Qualified,INSD0202, ,,1984-02-14,1984-02-15,1984-03-07,Reported (favorably),1984-03-08,Voice,  ,1984-03-13,1984-03-14,1994,2000,,,2014-06-30,,
1377446,1,"Barkett, Rosemary",U.S. Court of Appeals,U.S. Court of Appeals for the Eleventh Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CA110202, ,,1993-09-24,1993-09-27,1994-02-03,Reported (favorably),1994-03-17,Roll Call, 61/37,1994-04-14,1994-04-15,,,,,,Retirement,2013-09-30
1377456,1,"Barksdale, Rhesa Hawkins",U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,George H.W. Bush,Republican,,,Well Qualified,CA50108, ,,1989-11-17,1989-11-17,1990-02-27,Reported (favorably),1990-03-08,Voice,  ,1990-03-09,1990-03-12,,,,,2009-08-08,,
7465661,1,"Barlow, David Bruce",U.S. District Court,U.S. District Court for the District of Utah,Judge,Donald J. Trump,Republican,,,Well Qualified,UTD0206,,,2019-06-12,2019-06-12,2019-07-17,Reported (favorably),2019-10-17,Roll Call, 88/4,2019-12-04,2020-01-06,,,,,,,
1377476,1,"Barnes, Harry F.",U.S. District Court,U.S. District Court for the Western District of Arkansas,Judge,William J. Clinton,Democratic,,,Well Qualified,ARWD0502, ,,1993-10-27,1993-10-27,1993-11-18,Reported (favorably),1993-11-18,Voice,  ,1993-11-20,1993-11-22,,,,,2008-11-01,Death,2019-02-27
1394221,1,"Barnett, Mark Allen",Other,U.S. Court of International Trade,Judge,Barack Obama,Democratic,,,Well Qualified,CIT0704, ,,2013-01-04,2013-01-04,,Reported (favorably),2013-02-14,Voice,  ,2013-05-23,2013-05-28,,,,,,,
3979311,1,"Barrett, Amy Coney",U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA70409,,,2017-05-08,2017-05-08,2017-09-06,Reported (favorably),2017-10-05,Roll Call, 55/43,2017-10-31,2017-11-02,,,,,,,
1377496,1,"Barrett, James Emmett",U.S. Court of Appeals,U.S. Court of Appeals for the Tenth Circuit,Judge,Richard M. Nixon,Republican,,,Qualified,CA100503, ,,1971-03-25,1971-03-25,1971-04-21,Reported (favorably),1971-04-21,Voice,  ,1971-04-21,1971-04-23,,,,,1987-04-08,Death,2011-11-07
1392386,1,"Barrett, Michael Ryan",U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,George W. Bush,Republican,,,Well Qualified,OHSD0504, ,,2005-12-16,2005-12-16,2006-03-29,Reported (favorably),2006-04-27,Roll Call, 90/0,2006-05-01,2006-05-05,,,,,2019-02-15,,
1394531,1,"Barron, David Jeremiah",U.S. Court of Appeals,U.S. Court of Appeals for the First Circuit,Judge,Barack Obama,Democratic,,,Well Qualified,CA10107, ,,2014-01-06,2014-01-06,,Reported (favorably),2014-01-16,Roll Call, 53/45,2014-05-22,2014-05-23,,,,,,,
1377511,1,"Barry, Maryanne Trump",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,Ronald Reagan,Republican,,,Qualified,NJD1003, ,,1983-09-14,1983-09-14,1983-09-28,Reported (favorably),1983-09-30,Voice,  ,1983-10-06,1983-10-07,,,,,,Appointment to Another Judicial Position,1999-10-25
1377511,2,"Barry, Maryanne Trump",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,William J. Clinton,Democratic,,,Well Qualified,CA31502, ,,1999-06-17,1999-06-17,1999-07-29,Reported (favorably),1999-07-29,Voice,  ,1999-09-13,1999-09-22,,,,,2011-06-30,Retirement,2019-02-11
1377521,1,"Bartle, Harvey III",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George H.W. Bush,Republican,,,Well Qualified,PAED1603, ,,1991-05-15,1991-05-15,1991-07-29,Reported (favorably),1991-09-12,Voice,  ,1991-09-12,1991-09-16,2006,2011,,,2011-10-01,,
1377526,1,"Bartlett, D. Brook",U.S. District Court,U.S. District Court for the Western District of Missouri,Judge,Ronald Reagan,Republican,,,Well Qualified,MOWD0205, ,,1981-07-09,1981-07-09,1981-07-28,Reported (favorably),1981-09-15,Voice,  ,1981-09-16,1981-09-19,1995,2000,,,,Death,2000-01-21
1392826,1,"Barzilay, Judith Morgenstern",Other,U.S. Court of International Trade,Judge,William J. Clinton,Democratic,,,Qualified,CIT0703, ,,1998-01-27,1998-01-27,1998-02-25,Reported (favorably),1998-03-05,Voice,  ,1998-03-11,1998-03-11,,,,,2011-06-02,,
1394451,1,"Bashant, Cynthia Ann",U.S. District Court,U.S. District Court for the Southern District of California,Judge,Barack Obama,Democratic,,,Qualified,CASD1205, ,,2014-01-06,2014-01-06,,Reported (favorably),2014-01-16,Roll Call, 94/0,2014-04-30,2014-05-08,,,,,,,
1377536,1,"Bassler, William G.",U.S. District Court,U.S. District Court for the District of New Jersey,Judge,George H.W. Bush,Republican,,,Qualified,NJD0217, ,,1991-06-14,1991-06-14,1991-07-24,Reported (favorably),1991-09-12,Voice,  ,1991-09-12,1991-09-16,,,,,2005-03-06,Retirement,2006-08-31
1394456,1,"Bastian, Stanley Allen",U.S. District Court,U.S. District Court for the Eastern District of Washington,Judge,Barack Obama,Democratic,,,Well Qualified,WAED0503, ,,2014-01-06,2014-01-06,,Reported (favorably),2014-01-16,Roll Call, 95/0,2014-04-30,2014-05-01,2020,,,,,,
1390431,1,"Bataillon, Joseph F.",U.S. District Court,U.S. District Court for the District of Nebraska,Judge,William J. Clinton,Democratic,,,Qualified,NED0110, ,,1997-01-07,1997-01-07,1997-07-22,Reported (favorably),1997-07-31,Roll Call, 100/0,1997-09-11,1997-09-18,2004,2011,,,2014-10-03,,
1377546,1,"Batchelder, Alice Moore",U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Ronald Reagan,Republican,,,Qualified,OHND1301,98 Stat. 333,,1985-02-28,1985-02-28,1985-03-06,Reported (favorably),1985-04-03,Voice,  ,1985-04-03,1985-04-04,,,,,,Appointment to Another Judicial Position,1992-01-04
1377546,2,"Batchelder, Alice Moore",U.S. Court of Appeals,U.S. Court of Appeals for the Sixth Circuit,Judge,George H.W. Bush,Republican,,,Qualified,CA61003, ,,1991-06-12,1991-06-12,1991-09-26,Reported (favorably),1991-10-31,Voice,  ,1991-11-27,1991-12-02,2009,2014,,,2019-03-07,,
1391381,1,"Bates, John D.",U.S. District Court,U.S. District Court for the District of Columbia,Judge,George W. Bush,Republican,,,Well Qualified,DCD1105, ,,2001-09-04,2001-09-04,2001-10-25,Reported (favorably),2001-11-29,Roll Call, 97/0,2001-12-11,2001-12-14,,,,,2014-10-12,,
1393636,1,"Battaglia, Anthony Joseph",U.S. District Court,U.S. District Court for the Southern District of California,Judge,Barack Obama,Democratic,,,Well Qualified,CASD0707, ,,2011-01-05,2011-01-05,,Reported (favorably),2011-02-03,Roll Call, 89/0,2011-03-07,2011-03-09,,,,,,,
1391126,1,"Battani, Marianne O.",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,William J. Clinton,Democratic,,,Well Qualified,MIED1302, ,,1999-08-05,1999-08-06,2000-03-23,Reported (favorably),2000-04-12,Voice,  ,2000-05-24,2000-06-02,,,,,2012-06-09,,
1392346,1,"Batten, Timothy C., Sr.",U.S. District Court,U.S. District Court for the Northern District of Georgia,Judge,George W. Bush,Republican,,,Qualified,GAND1403, ,,2005-09-28,2005-09-28,2006-02-07,Reported (favorably),2006-02-16,Roll Call, 88/0,2006-03-06,2006-03-28,,,,,,,
1377551,1,"Battey, Richard Howard",U.S. District Court,U.S. District Court for the District of South Dakota,Judge,Ronald Reagan,Republican,,,Qualified,SDD0403, ,,1985-09-27,1985-09-30,1985-10-16,Reported (favorably),1985-10-24,Voice,  ,1985-10-25,1985-10-28,1994,1998,,,1999-01-01,Death,2017-05-06
1377566,1,"Batts, Deborah A.",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Qualified,NYSD0208, ,,1994-01-27,1994-01-27,1994-04-29,Reported (favorably),1994-05-05,Voice,  ,1994-05-06,1994-05-09,,,,,2012-04-13,Death,2020-02-03
1377576,1,"Bauer, William Joseph",U.S. District Court,U.S. District Court for the Northern District of Illinois,Judge,Richard M. Nixon,Republican,,,Qualified,ILND0305, ,,1971-09-14,1971-09-14,1971-10-13,Reported (favorably),1971-11-08,Voice,  ,1971-11-08,1971-11-10,,,,,,Appointment to Another Judicial Position,1975-01-03
1377576,2,"Bauer, William Joseph",U.S. Court of Appeals,U.S. Court of Appeals for the Seventh Circuit,Judge,Gerald Ford,Republican,,,Well Qualified,CA70309, ,,1974-12-11,1974-12-11,1974-12-18,Reported (favorably),1974-12-18,Voice,  ,1974-12-19,1974-12-20,1986,1993,,,1994-10-31,,
1377581,1,"Bauman, Arnold",U.S. District Court,U.S. District Court for the Southern District of New York,Judge,Richard M. Nixon,Republican,,,Exceptionally Well Qualified,NYSD2701,84 Stat. 294,,1971-12-02,1971-12-02,1971-12-10,Reported (favorably),1971-12-10,Voice,  ,1971-12-11,1971-12-15,,,,,,Resignation,1974-08-15
5153456,1,"Baxter, Susan Paradise",U.S. District Court,U.S. District Court for the Western District of Pennsylvania,Judge,Donald J. Trump,Republican,,,Well Qualified,PAWD0507,,,2017-12-20,2017-12-20,,Reported (favorably),2018-02-15,Voice,,2018-08-28,2018-09-10,,,,,,,
1391541,1,"Baylson, Michael M.",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,George W. Bush,Republican,,,Well Qualified,PAED2103, ,,2002-01-23,2002-01-23,2002-04-11,Reported (favorably),2002-04-18,Roll Call, 98/0,2002-04-30,2002-06-19,,,,,2012-07-13,,
1392016,1,"Bea, Carlos T.",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,George W. Bush,Republican,,,Qualified,CA92502, ,,2003-04-11,2003-04-11,2003-09-03,Reported (favorably),2003-09-25,Roll Call, 86/0,2003-09-29,2003-10-01,,,,,2019-12-12,,
1377596,1,"Beam, C[larence] Arlen",U.S. District Court,U.S. District Court for the District of Nebraska,Judge,Ronald Reagan,Republican,,,Qualified,NED0302, ,,1981-10-14,1981-10-14,1981-11-13,Reported (favorably),1981-11-17,Voice,  ,1981-11-18,1981-11-18,1986,1987,,,,Appointment to Another Judicial Position,1987-11-09
1377596,2,"Beam, C[larence] Arlen",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,Ronald Reagan,Republican,,,Well Qualified,CA80605, ,,1987-07-01,1987-07-01,1987-10-26,Reported (favorably),1987-11-05,Voice,  ,1987-11-06,1987-11-09,,,,,2001-02-01,,
1377621,1,"Beatty, William Louis",U.S. District Court,U.S. District Court for the Southern District of Illinois,Judge,Jimmy Carter,Democratic,,,Well Qualified,ILSD0401,93 Stat. 6,,1979-07-31,1979-07-31,1979-09-20,Reported (favorably),1979-10-02,Voice,  ,1979-10-04,1979-10-05,,,,,1992-11-09,Death,2001-07-22
1377626,1,"Beaty, James A., Jr.",U.S. District Court,U.S. District Court for the Middle District of North Carolina,Judge,William J. Clinton,Democratic,,,Well Qualified,NCMD0302, ,,1994-08-25,1994-08-25,1994-10-06,Reported (favorably),1994-10-06,Voice,  ,1994-10-07,1994-10-11,2006,2012,,,2014-06-30,Retirement,2018-01-31
5018781,1,"Beaverstock, Jeffrey Uhlman",U.S. District Court,U.S. District Court for the Southern District of Alabama,Judge,Donald J. Trump,Republican,,,Qualified,ALSD0403,,,2018-01-08,2018-01-08,,Reported (favorably),2018-01-18,Voice,,2018-08-01,2018-08-03,,,,,,,
1377636,1,"Bechtle, Louis Charles",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Richard M. Nixon,Republican,,,Qualified,PAED0605, ,,1972-02-14,1972-02-14,1972-03-01,Reported (favorably),1972-03-02,Voice,  ,1972-03-02,1972-03-07,1990,1993,,,1993-04-30,Retirement,2001-06-30
1377646,1,"Becker, Edward Roy",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Richard M. Nixon,Republican,,,Well Qualified,PAED1801,84 Stat. 294,,1970-09-24,1970-09-24,1970-10-07,Reported (favorably),1970-10-07,Voice,  ,1970-10-08,1970-10-14,,,,,,Appointment to Another Judicial Position,1982-01-22
1377646,2,"Becker, Edward Roy",U.S. Court of Appeals,U.S. Court of Appeals for the Third Circuit,Judge,Ronald Reagan,Republican,,,Exceptionally Well Qualified,CA31003, ,,1981-11-16,1981-11-16,1981-11-25,Reported (favorably),1981-12-01,Voice,  ,1981-12-03,1981-12-03,1998,2003,,,2003-05-04,Death,2006-05-19
1377656,1,"Beckwith, Sandra Shank",U.S. District Court,U.S. District Court for the Southern District of Ohio,Judge,George H.W. Bush,Republican,,,Qualified,OHSD1001,104 Stat. 5089,,1991-07-26,1991-07-26,1992-01-30,Reported (favorably),1992-02-06,Voice,  ,1992-02-06,1992-02-10,2004,2009,,,2009-01-01,,
1377676,1,"Beer, Peter Hill",U.S. District Court,U.S. District Court for the Eastern District of Louisiana,Judge,Jimmy Carter,Democratic,,,Well Qualified,LAED1601,92 Stat. 1629,,1979-10-11,1979-10-11,1979-11-07,Reported (favorably),1979-11-20,Voice,  ,1979-11-26,1979-11-27,,,,,1994-04-12,Death,2018-02-09
1394676,1,"Beetlestone, Wendy",U.S. District Court,U.S. District Court for the Eastern District of Pennsylvania,Judge,Barack Obama,Democratic,,,Qualified,PAED2104, ,,2014-06-16,2014-06-16,2014-07-24,Reported (favorably),2014-09-18,Voice,  ,2014-11-20,2014-11-21,,,,,,,
1377681,1,"Beezer, Robert R.",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Ronald Reagan,Republican,,,Well Qualified,CA91202, ,,1984-03-02,1984-03-02,1984-03-20,Reported (favorably),1984-03-22,Voice,  ,1984-03-27,1984-03-28,,,,,1996-07-31,Death,2012-03-30
1391456,1,"Beistline, Ralph R.",U.S. District Court,U.S. District Court for the District of Alaska,Judge,George W. Bush,Republican,,,Qualified,AKD0104, ,,2001-11-08,2001-11-08,2002-02-26,Reported (favorably),2002-03-07,Roll Call, 98/0,2002-03-12,2002-03-19,2009,2015,,,2015-12-31,,
1377686,1,"Belew, David Owen, Jr.",U.S. District Court,U.S. District Court for the Northern District of Texas,Judge,Jimmy Carter,Democratic,,,Qualified,TXND0801,92 Stat. 1629,,1979-02-09,1979-02-09,1979-03-29,Reported (favorably),1979-04-23,Voice,  ,1979-04-24,1979-04-26,,,,,1990-05-07,Death,2001-11-21
6489616,1,"Bell, Kenneth Davis, Sr.",U.S. District Court,U.S. District Court for the Western District of North Carolina,Judge,Donald J. Trump,Republican,,,Well Qualified,NCWD0305,,,2019-01-23,2019-01-23,,Reported (favorably),2019-02-07,Roll Call, 55/43,2019-05-22,2019-06-12,,,,,,,
1377706,1,"Bell, Robert Holmes",U.S. District Court,U.S. District Court for the Western District of Michigan,Judge,Ronald Reagan,Republican,,,Qualified,MIWD0304, ,,1987-03-11,1987-03-11,1987-06-03,Reported (favorably),1987-06-23,Voice,  ,1987-07-01,1987-07-02,2001,2008,,,2017-01-31,,
1377711,1,"Bell, Samuel H.",U.S. District Court,U.S. District Court for the Northern District of Ohio,Judge,Ronald Reagan,Republican,,,Well Qualified,OHND1002, ,,1982-11-23,1982-11-29,1982-12-08,Reported (favorably),1982-12-16,Voice,  ,1982-12-21,1982-12-22,,,,,1996-10-30,Death,2010-12-23
1377726,1,"Belot, Monti L.",U.S. District Court,U.S. District Court for the District of Kansas,Judge,George H.W. Bush,Republican,,,Well Qualified,KSD0801,104 Stat. 5089,,1991-07-26,1991-07-26,1991-11-14,Reported (favorably),1991-11-21,Voice,  ,1991-11-21,1991-11-25,,,,,2008-03-04,,
1377731,1,"Benavides, Fortunato Pedro",U.S. Court of Appeals,U.S. Court of Appeals for the Fifth Circuit,Judge,William J. Clinton,Democratic,,,Qualified,CA51503, ,,1994-01-27,1994-01-27,1994-03-25,Reported (favorably),1994-05-05,Voice,  ,1994-05-06,1994-05-09,,,,,2012-02-03,,
1393891,1,"Bencivengo, Cathy Ann",U.S. District Court,U.S. District Court for the Southern District of California,Judge,Barack Obama,Democratic,,,Well Qualified,CASD1703, ,,2011-05-11,2011-05-11,2011-09-07,Reported (favorably),2011-10-06,Roll Call, 90/6,2012-02-09,2012-02-10,,,,,,,
1392166,1,"Benitez, Roger T.",U.S. District Court,U.S. District Court for the Southern District of California,Judge,George W. Bush,Republican,,,Not Qualified,CASD2701,116 Stat. 1758,,2003-05-01,2003-05-01,2004-02-25,Reported (favorably),2004-04-01,Roll Call, 98/1,2004-06-17,2004-06-21,,,,,2017-12-31,,
1394771,1,"Bennett, Alfred Homer",U.S. District Court,U.S. District Court for the Southern District of Texas,Judge,Barack Obama,Democratic,,,Qualified,TXSD0107, ,,2015-01-07,2015-01-07,2015-01-21,Reported (favorably),2015-02-26,Roll Call, 95/0,2015-04-13,2015-04-15,,,,,,,
1377741,1,"Bennett, Marion Tinsley",Other,Court of Claims,Judge,Richard M. Nixon,Republican,,,Exceptionally Well Qualified,CLMS0610, ,,1972-05-22,1972-05-22,1972-06-22,Reported (favorably),1972-06-27,Voice,  ,1972-06-28,1972-06-28,,,,,,Reassignment,1982-10-01
4908101,1,"Bennett, Mark Jeremy",U.S. Court of Appeals,U.S. Court of Appeals for the Ninth Circuit,Judge,Donald J. Trump,Republican,,,Well Qualified,CA92603,,,2018-02-15,2018-02-15,2018-04-11,Reported (favorably),2018-05-10,Roll Call, 72/27,2018-07-10,2018-07-13,,,,,,,
1377746,1,"Bennett, Mark W.",U.S. District Court,U.S. District Court for the Northern District of Iowa,Judge,William J. Clinton,Democratic,,,Well Qualified,IAND0203, ,,1994-06-21,1994-06-21,1994-07-21,Reported (favorably),1994-08-04,Voice,  ,1994-08-09,1994-08-26,1999,2006,,,2015-06-04,Retirement,2019-03-02
1391816,1,"Bennett, Richard D.",U.S. District Court,U.S. District Court for the District of Maryland,Judge,George W. Bush,Republican,,,Well Qualified,MDD0703, ,,2003-01-29,2003-01-29,2003-03-27,Reported (favorably),2003-04-03,Roll Call, 99/0,2003-04-09,2003-04-10,,,,,,,
1377751,1,"Benson, Dee Vance",U.S. District Court,U.S. District Court for the District of Utah,Judge,George H.W. Bush,Republican,,,Well Qualified,UTD0501,104 Stat. 5089,,1991-05-16,1991-05-16,1991-07-19,Reported (favorably),1991-09-12,Voice,  ,1991-09-12,1991-09-16,1999,2006,,,2014-01-01,,
1377766,1,"Benson, Paul",U.S. District Court,U.S. District Court for the District of North Dakota,Judge,Richard M. Nixon,Republican,,,Well Qualified,NDD0204, ,,1971-07-12,1971-07-12,1971-07-28,Reported (favorably),1971-07-28,Voice,  ,1971-07-29,1971-07-29,1971,1985,,,1985-12-31,Death,2004-04-22
1392186,1,"Benton, William Duane",U.S. Court of Appeals,U.S. Court of Appeals for the Eighth Circuit,Judge,George W. Bush,Republican,,,Well Qualified,CA80309, ,,2004-02-12,2004-02-12,2004-04-08,Reported (favorably),2004-04-29,Voice,  ,2004-06-24,2004-07-02,,,,,,,
1394071,1,"Berg, Terrence George",U.S. District Court,U.S. District Court for the Eastern District of Michigan,Judge,Barack Obama,Democratic,,,Well Qualified,MIED0805, ,,2012-04-25,2012-04-25,2012-06-06,Reported (favorably),2012-07-12,Voice,  ,2012-12-06,2012-12-07,,,,,,,
1392951,1,"Berger, Irene Cornelia",U.S. District Court,U.S. District Court for the Southern District of West Virginia,Judge,Barack Obama,Democratic,,,Well Qualified,WVSD0702, ,,2009-07-08,2009-07-08,2009-09-09,Reported (favorably),2009-10-01,Roll Call, 97/0,2009-10-27,2009-11-09,,,,,,,
